patient_id,last_name,first_name,patronymic,birth_date,gender,insurance_policy,snils,address,phone
165,Кузнецов,Анисим,Сергеевна,1986-10-23,М,33533106005313,122-068-155 83,"с. Горно-Алтайск, алл. Веселая, д. 6, 065063",8 (314) 950-13-64
166,Наумова,Эммануил,Эдуардович,1949-04-21,Ж,89241956252571,509-976-838 90,"д. Гремячинск (Бурят.), алл. Панфилова, д. 29 к. 825, 326303",87524508640
167,Рыбаков,Наталья,Игнатович,1982-02-03,Ж,33803396852701,713-023-212 98,"д. Быково (метеост.), бул. Павлика Морозова, д. 3 к. 73, 934497",+7 (471) 566-2776
168,Морозова,Юлиан,Оскаровна,1994-06-08,М,27066149828246,747-468-971 52,"п. Калачинск, ул. Громова, д. 8, 665674",81601692364
169,Воронцова,Полина,Ниловна,1982-11-20,М,87506633705024,972-439-920 11,"клх Черский, пер. Севастопольский, д. 3/7, 488694",8 119 524 36 40
170,Ширяев,Селиверст,Ааронович,1948-08-18,Ж,16864622522372,817-932-302 34,"клх Якутск, ш. Ольховое, д. 741, 415093",8 (710) 040-90-13
171,Виноградова,Аверьян,Матвеевич,2006-03-25,М,47759655553566,905-510-762 09,"клх Кош-Агач, пр. Шишкина, д. 4/1 к. 1, 057397",8 915 671 64 93
172,Третьякова,Гаврила,Александровна,2004-02-16,Ж,02714872717833,321-160-256 43,"клх Горячинск, алл. Победа, д. 253 стр. 7, 863341",+71115931952
173,Артемьева,Лонгин,Тарасович,1935-09-04,Ж,40983665528993,160-875-243 77,"п. Асино, наб. Некрасова, д. 849 стр. 57, 052330",+7 (764) 208-65-67
174,Игнатов,Регина,Тимурович,1988-09-01,М,18443861259047,292-774-233 30,"клх Дубна, пр. Радужный, д. 815 к. 20, 962630",+7 367 492 61 76
175,Хохлов,Акулина,Ивановна,1996-01-10,М,50111178309997,419-267-649 21,"клх Углегорск, пр. Южный, д. 9/9, 189813",+7 292 087 51 02
176,Захарова,Елисей,Ивановна,1957-05-21,М,18401184582603,408-487-297 58,"клх Волгоград, ш. Красное, д. 40 стр. 44, 983954",+7 (961) 844-62-67
177,Сергеев,Ираклий,Кузьминична,1993-05-02,Ж,28314359892625,660-931-418 18,"к. Верхний Уфалей, наб. Абрикосовая, д. 53 к. 416, 112849",8 (185) 948-49-10
178,Александров,Лукьян,Рубеновна,1988-06-19,Ж,25889679240822,269-405-396 72,"ст. Снежногорск (Мурм.), наб. Томская, д. 9/4 стр. 2, 651113",+7 290 148 70 68
179,Белозерова,Наина,Венедиктович,2000-09-22,Ж,78816093068538,909-728-321 52,"с. Таганрог, алл. Королева, д. 953 к. 844, 430963",+78079705097
180,Прохоров,Лаврентий,Ильич,1950-01-12,Ж,05265016731882,617-024-376 54,"п. Уварово, ул. Октября, д. 3/3 к. 7, 531340",+7 (665) 023-74-16
181,Смирнова,Ульян,Эдгарович,1952-10-15,Ж,56862110225803,056-906-744 71,"д. Елабуга, пер. Технический, д. 24 стр. 4, 371892",+7 (923) 126-0432
182,Красильников,Адам,Георгиевна,1962-08-14,М,10668433567086,041-454-563 50,"г. Беломорск, бул. Космонавтов, д. 84 стр. 2, 247554",+7 108 255 59 89
183,Кононов,Изот,Захаровна,1973-01-01,М,39611291093371,189-547-382 02,"д. Краснодар, наб. Нефтяников, д. 2/7 стр. 976, 294240",80367881278
184,Комиссаров,Феликс,Семеновна,1988-07-23,М,69432029390878,844-344-812 30,"г. Дубна, алл. Просторная, д. 933 к. 605, 184269",+75005342408
185,Ширяева,Элеонора,Семеновна,1949-12-07,Ж,64983735439627,365-271-727 22,"клх Ирбит, наб. Колхозная, д. 3 стр. 46, 216376",+7 820 916 60 10
186,Хохлова,Ангелина,Андреевич,1953-06-08,Ж,31429001851327,972-457-230 84,"ст. Балашов, пер. Чапаева, д. 386, 303662",8 436 172 1314
187,Кулаков,Бажен,Георгиевна,1980-11-12,М,15109226859262,494-514-754 10,"к. Дубна, пр. Дружба, д. 719 к. 3, 522655",8 (676) 952-36-68
188,Соколова,Тимофей,Алексеевна,2002-06-28,М,88361968931350,305-872-105 52,"п. Усть-Илимск, алл. Союзная, д. 30 к. 126, 501917",82025213109
189,Зимина,Панкратий,Вилорович,1960-04-10,М,72847657041200,928-206-678 49,"с. Енисейск, ул. Репина, д. 73 к. 336, 775662",+7 563 411 1595
190,Павлов,Изяслав,Еремеевич,1957-08-06,М,81139043830341,990-970-051 40,"с. Тарко-Сале, наб. Черняховского, д. 3, 568182",+7 967 904 2271
191,Евсеева,Ярослав,Бенедиктович,1966-12-18,Ж,32288985725459,606-339-912 97,"п. Миллерово, ш. Базарное, д. 2/8 стр. 3, 214955",+7 127 474 72 19
192,Туров,Андрон,Иосифович,1974-06-16,М,66927589551687,409-038-021 46,"ст. Брянск, пр. Леонова, д. 857, 112166",+7 (651) 559-7371
193,Наумов,Радован,Алексеевич,1956-08-22,Ж,72359096056730,306-442-121 46,"ст. Сеймчан, пер. Прибрежный, д. 3 к. 616, 235677",8 (265) 960-8931
194,Воронова,Галина,Васильевна,1955-02-16,М,55027275164807,279-103-368 29,"к. Карталы, бул. Луговой, д. 6, 448177",8 655 868 51 27
195,Гордеев,Мстислав,Вячеславович,1957-08-01,Ж,86646491111096,179-817-890 46,"ст. Сергиев Посад, пр. Донской, д. 27 стр. 8, 605384",+74463060002
196,Елисеева,Мстислав,Эльдаровна,2006-01-28,Ж,95529638639609,626-265-826 31,"клх Чебаркуль, ш. Троицкое, д. 45 к. 710, 920981",86027523343
197,Белова,Иннокентий,Наумовна,1986-11-27,М,40412091179112,442-117-536 17,"г. Суздаль, ул. Союзная, д. 7/6 стр. 3/3, 029901",8 579 980 2841
198,Блинов,Эрнст,Аксёнович,2008-05-22,М,08823513052312,447-315-847 76,"к. Иваново, бул. Бригадный, д. 2/5, 376769",+75919663955
199,Зыкова,Акулина,Эльдаровна,1944-03-11,Ж,72084964985601,256-253-135 52,"г. Морозовск, ул. Урицкого, д. 67 стр. 28, 493831",8 (491) 966-5533
200,Комаров,Семен,Эдуардович,1941-10-25,М,46117295963904,090-742-608 80,"г. Советский, ш. Карбышева, д. 5, 561857",80647715910
201,Третьяков,Анисим,Юрьевна,1936-11-10,М,21563213580040,104-145-964 22,"п. Морозовск, ш. Красных Партизан, д. 2/9, 977457",+7 (144) 158-3311
202,Меркушева,Серафим,Ануфриевич,1964-05-13,М,03763715398854,728-123-567 98,"п. Боровск, пр. Тракторный, д. 2 к. 27, 307240",8 (875) 418-15-63
203,Антонов,Никон,Юлианович,1994-01-31,М,85074510663436,294-897-861 03,"г. Белорецк, пер. Физкультурный, д. 91, 439666",+7 347 323 54 94
204,Емельянова,Авдей,Богданович,1960-08-20,М,89743251225720,765-024-120 95,"с. Котлас, ул. Трудовая, д. 494 к. 22, 457758",+77457054589
205,Меркушев,Вениамин,Егорович,2006-02-14,М,02632570396531,361-487-824 55,"к. Миллерово, ул. Кутузова, д. 667, 107272",8 (498) 247-4140
206,Буров,Андрон,Григорьевич,1973-12-18,Ж,91074065004254,882-142-369 14,"с. Новокузнецк, ш. 50 лет Победы, д. 7/2, 494296",8 923 426 8344
207,Романов,Лаврентий,Болеславовна,1998-03-18,Ж,82661287585756,766-708-061 29,"д. Тобольск, алл. Кирова, д. 762 к. 878, 104159",+7 497 501 98 03
208,Павлова,Гаврила,Артемовна,2002-11-09,Ж,23244079311029,181-331-708 76,"к. Пинега, алл. Белорусская, д. 8 к. 162, 232883",8 (744) 197-54-66
209,Гаврилова,Вацлав,Фомич,1992-03-09,М,62047196094097,052-774-025 88,"клх Туапсе, пер. Светлый, д. 62 к. 8, 446176",8 (929) 884-25-99
210,Игнатов,Фотий,Геннадьевна,1990-05-26,Ж,10023117753312,661-094-101 75,"к. Всеволожск, пр. Репина, д. 99 стр. 53, 743326",8 (319) 013-0205
211,Дроздова,Орест,Болеславовна,1945-03-29,М,52873397855982,176-619-128 41,"п. Белокуриха, пер. Тургенева, д. 534 стр. 6/2, 418938",88469081974
212,Суханова,Амвросий,Александрович,1981-06-15,М,64350238503719,905-169-918 72,"г. Астрахань, пер. Хвойный, д. 7 к. 5/4, 003896",+7 870 662 6682
213,Жуков,Порфирий,Валерианович,1985-06-28,Ж,53560331903689,003-010-272 40,"д. Костомукша, алл. Розы Люксембург, д. 2/2 к. 448, 537458",+73845881056
214,Кудряшова,Януарий,Чеславович,1973-07-11,М,13283483152037,710-704-496 41,"ст. Шуя, пр. Степной, д. 7/8 к. 733, 680408",8 095 493 0596
215,Симонова,Парфен,Станиславовна,1943-03-22,Ж,18648769984267,320-441-384 59,"д. Кызыл, наб. Сплавная, д. 614 к. 3, 707070",8 783 609 1498
216,Исаев,Арсений,Феоктистович,1959-12-02,Ж,44472322903102,879-508-304 40,"д. Кисловодск, ул. Сибирская, д. 2/9 к. 633, 616420",8 955 657 4902
217,Зиновьев,Аникей,Ермолаевич,1955-11-14,Ж,90193588953690,261-139-898 68,"д. Солнечногорск, пер. Гончарова, д. 5 стр. 59, 535375",+7 376 515 88 15
218,Суханова,Святополк,Викторовна,1966-10-18,Ж,76392836929445,511-668-297 32,"п. Горно-Алтайск, наб. Чайкиной, д. 720 к. 321, 652683",+71559991015
219,Стрелкова,Прохор,Устинович,1996-08-28,Ж,64722981209957,657-289-413 47,"д. Томск, пер. Тукая, д. 5/6 стр. 6/3, 036849",85154214477
220,Третьяков,Давыд,Ермилович,1970-10-03,Ж,91342138820908,830-705-349 67,"к. Выборг, бул. Виноградный, д. 7/8 стр. 2, 415131",8 285 478 1506
221,Медведев,Лариса,Тимуровна,2006-05-24,М,53800329633472,727-423-183 06,"д. Щелково, бул. Водопроводный, д. 764, 578243",+77769587413
222,Цветков,Раиса,Рудольфовна,1974-07-18,М,67536127515627,796-304-483 60,"клх Мончегорск, пр. Щербакова, д. 7/5 к. 447, 047639",+7 (831) 995-29-80
223,Стрелкова,Марина,Адамович,1987-01-20,Ж,15581083583286,342-556-383 00,"д. Пермь, ул. Депутатская, д. 5 к. 133, 166241",+7 186 008 92 19
224,Кошелева,Никифор,Георгиевич,1977-12-08,М,56804473149764,613-684-748 83,"с. Партизанск, ш. Олимпийское, д. 4/1 к. 4/8, 791452",+7 182 379 31 26
225,Сидорова,Савватий,Александровна,1967-01-30,М,07464520599604,387-875-357 78,"с. Буйнакск, алл. Полевая, д. 28 к. 83, 067287",+7 (866) 041-64-48
226,Юдин,Юрий,Марсович,1958-01-12,М,24839589477352,287-056-227 10,"п. Витим, пр. Тургенева, д. 809 стр. 61, 503446",84596488319
227,Тимофеев,Варфоломей,Олеговна,1964-11-26,Ж,42491289659994,973-203-319 22,"ст. Абакан, ул. Интернациональная, д. 88 к. 8/6, 813866",8 754 858 19 32
228,Фомичева,Алевтина,Елисеевич,1954-11-22,М,68774186520575,639-836-520 37,"г. Черский, наб. Мирная, д. 5 к. 194, 760440",80797727810
229,Гришин,Алексей,Геннадиевна,1956-04-18,М,22161070518439,055-295-806 60,"ст. Таштагол, бул. Черемуховый, д. 127, 938620",+74851579197
230,Борисов,Виктор,Бенедиктович,1960-04-14,Ж,12590203571343,240-642-429 56,"к. Камышлов, наб. Большевистская, д. 5/2, 595587",+7 (096) 289-36-54
231,Аксенов,Мефодий,Михайловна,2004-01-04,М,84183437401827,279-559-690 51,"п. Раменское, наб. Луначарского, д. 525 к. 97, 079799",8 673 459 57 64
232,Федоров,Игорь,Рудольфовна,2004-06-11,М,16649690282498,392-250-142 57,"с. Абакан, алл. Путейская, д. 54 стр. 423, 132850",8 (251) 786-37-67
233,Кудряшова,Илья,Рудольфовна,1948-06-27,М,62526546968157,903-923-555 80,"клх Кириши, пр. Енисейский, д. 734, 562624",+76704622681
234,Тетерин,Борис,Изотович,1949-03-31,М,60252986707660,464-197-857 58,"ст. Инта, пер. Пархоменко, д. 620 к. 4, 607401",8 (750) 954-65-40
235,Киселева,Карл,Вячеславович,1975-05-11,М,56075409150863,218-122-764 57,"г. Бузулук, наб. Партизанская, д. 29 к. 9/2, 466024",+7 613 944 98 83
236,Тихонова,Антип,Марсович,1999-10-23,М,36424809624406,306-244-795 13,"клх Мураши, ул. Высотная, д. 7/6, 780555",8 727 738 2646
237,Голубев,Вера,Борисовна,1946-02-22,М,78513854457702,992-959-660 48,"с. Углегорск, пр. Волжский, д. 463, 942268",8 536 945 51 58
238,Белова,Твердислав,Тимурович,1966-01-30,Ж,67747226408572,169-666-309 32,"г. Мураши, алл. Ольховая, д. 2/6 стр. 996, 275327",+7 (524) 103-9773
239,Карпова,Эраст,Феофанович,1968-05-14,М,27819523710068,761-648-198 07,"к. Пермь, ш. Вокзальное, д. 7 стр. 7/2, 249125",8 523 734 15 17
240,Бирюкова,Лора,Эдгардович,1968-10-02,М,45475749490228,403-595-442 94,"клх Магас, бул. Раздольный, д. 59, 430394",+7 (904) 588-67-92
